item_id_A,item_id_B
1940625,92658
1940631,949907
1940651,104218
1940661,93117
1940662,91988
1940678,950911
1940680,950911
1940688,950910
1940689,950910
1940698,106147
1940727,949025
1940728,112123
1940730,949025
1940731,112123
1940734,112123
1940743,112120
1940752,108710
1940753,111487
1940754,111487
1940762,110853
1940765,96314
1940767,95657
1940768,952682
1940774,115798
1940775,115798
1940784,949692
1940797,115537
1940806,949692
1940866,948800
1940867,95298
1940869,93352
1940871,95056
1940872,112327
1940873,112327
1940881,1090538
1940906,1086850
1940908,105387
1940910,95774
1940911,1895153
1940915,95585
1940917,102901
1940918,95437
1940944,114907
1940945,112926
1940965,111686
1940967,111686
1940985,98250
1940986,101544
1940987,97443
1940992,97946
1940993,97925
1941002,948490
1941003,948490
1941005,949715
1941007,107644
1941011,108841
1941017,950497
1941030,950636
1941038,1717979
1941039,108214
1941041,108218
1941046,1094947
1941049,114988
1941050,114075
1941051,114988
1941058,107572
1941060,114479
1941067,94543
1941088,102271
1941092,104125
1941096,950937
1941103,1858040
1941105,92759
1941106,954857
1941109,93237
1941112,93182
1941122,114508
1941124,115168
1941140,99223
1941141,96451
1941144,953609
1941146,953597
1941147,2021674
1941154,102939
1941158,951904
1941159,2683564
1941165,99502
1941170,951818
1941176,1090734
1941178,104538
1941179,102708
1941185,103246
1941186,98995
1941200,951810
1941202,105660
1941204,95583
1941205,105681
1941210,113798
1941215,108188
1941221,108776
1941225,1088546
1941229,106070
1941258,114789
1941260,951248
1941261,114610
1941264,106153
1941265,108288
1941279,114277
1941280,114459
1941290,114873
1941306,952932
1941315,952926
1941322,952875
1941330,105341
1941341,109666
1941342,109666
1941345,114407
1941358,950797
1941362,107211
1941364,112273
1941372,102968
1941373,95515
1941386,1091289
1941389,1091318
1941390,1091318
1941394,114462
1941395,106935
1941399,1858057
1941400,102224
1941409,92936
1941411,102737
1941412,1090930
1941416,956328
1941418,102721
1941436,113608
1941439,1089560
1941441,107165
1941465,950322
1941467,950068
1941481,95039
1941483,94845
1941496,107294
1941499,113525
1941588,956435
1941616,105262
1941617,105270
1941627,98321
1941631,98319
1941636,104077
1941639,98318
1941644,98352
1941648,97468
1941665,954821
1941666,954822
1941672,92550
1941675,92200
1941680,93287
1941681,92520
1941685,91878
1941688,92496
1941691,91958
1941693,92755
1941694,91843
1941696,92607
1941701,954927
1941702,92608
1941704,92117
1941706,954765
1941708,1088098
1941711,92746
1941713,92119
1941716,1100247
1941717,1100248
1941721,92690
1941724,92703
1941725,954950
1941726,954945
1941727,954947
1941732,955001
1941746,110209
1941747,112864
1941750,112768
1941751,112864
1941753,952946
1941756,951780
1941761,952035
1941763,98523
1941765,104697
1941768,952364
1941772,99496
1941773,98521
1941775,104749
1941782,114541
1941789,114328
1941790,948942
1941797,948942
1941800,110854
1941810,110054
1941811,110384
1941812,2029589
1941813,948905
1941816,1872729
1941818,113818
1941825,101557
1941827,98689
1941836,1895462
1941837,1895463
1941844,1895464
1941847,1895461
1941853,101137
1941860,102263
1941870,97415
1941879,95537
1941890,108234
1941894,953800
1941905,953798
1941907,953799
1941917,104374
1941918,2683622
1941919,1089576
1941921,100896
1941942,98466
1941958,100198
1941961,100198
1941963,97268
1941970,104472
1941977,105170
1941984,951808
1941987,100654
1941988,100653
1941997,95449
1941998,104567
1942001,96192
1942002,952521
1942003,103388
1942004,105174
1942005,97808
1942011,97756
1942014,104560
1942015,951811
1942020,105171
1942024,100651
1942033,1089571
1942036,952457
1942046,1165512
1942048,2683843
1942061,103689
1942066,103711
1942067,100054
1942073,1872701
1942095,94599
1942111,948303
1942112,948303
1942113,948303
1942116,948303
1942117,948303
1942118,948303
1942121,948303
1942122,948303
1942123,948303
1942124,948303
1942125,948303
1942132,110211
1942135,110211
1942137,110207
1942138,948303
1942142,948303
1942144,948303
1942147,110211
1942152,110211
1942158,104604
1942159,1084773
1942181,110236
1942183,106843
1942184,112792
1942189,106843
1942195,106750
1942209,949233
1942210,949240
1942211,107281
1942213,111097
1942215,109809
1942218,1722464
1942220,1863088
1942222,1722545
1942227,949637
1942231,106979
1942236,112049
1942237,111455
1942238,110566
1942240,106510
1942241,106402
1942249,110584
1942266,98091
1942277,97715
1942283,102955
1942287,108767
1942294,108706
1942296,109775
1942297,110600
1942301,109633
1942302,107961
1942303,109843
1942306,111434
1942309,113988
1942310,108547
1942311,1091369
1942312,111332
1942313,111332
1942317,114607
1942318,948627
1942319,109806
1942326,114832
1942330,112090
1942333,948624
1942335,108363
1942336,108104
1942351,949170
1942352,949169
1942354,107958
1942362,1091373
1942363,110936
1942364,110936
1942370,109945
1942375,114167
1942379,110963
1942382,114607
1942385,110075
1942388,109557
1942410,104855
1942412,103187
1942415,1883970
1942416,100311
1942417,949340
1942418,111246
1942422,1084294
1942423,109752
1942425,949339
1942434,111714
1942435,111716
1942437,111715
1942438,1163137
1942442,958556
1942443,110391
1942454,102347
1942459,104945
1942461,95697
1942462,105483
1942463,105123
1942465,104800
1942470,103864
1942471,105920
1942472,94789
1942689,93736
1942695,95075
1942697,95271
1942727,97717
1942728,97718
1942730,100462
1942747,949058
1942749,1088597
1942761,112103
1942765,949047
1942768,949087
1942793,94540
1942951,95976
1942964,97304
1942973,104119
1942976,103747
1942977,101867
1942984,96079
1943009,114780
1943049,950561
1943050,950601
1943052,949756
1943054,113223
1943055,1091345
1943056,114168
1943059,111783
1943060,112942
1943079,952193
1943080,953810
1943081,100576
1943082,100572
1943083,2146627
1943084,2685852
1943098,109887
1943110,99255
1943111,102337
1943124,99241
1943132,98645
1943133,102063
1943134,98647
1943135,98644
1943136,95854
1943139,97602
1943143,93778
1943150,115433
1943151,115400
1943153,114687
1943154,1085975
1943155,93092
1943177,100541
1943202,103200
1943205,99075
1943208,953923
1943212,103694
1943213,102839
1943229,1952581
1943236,96641
1943238,103637
1943240,98173
1943241,105503
1943246,103364
1943258,101091
1943261,1952583
1943263,103237
1943264,102102
1943272,105390
1943273,101946
1943277,97171
1943278,99392
1943279,99373
1943281,100237
1943282,105437
1943286,95517
1943289,101422
1943291,105559
1943297,105495
1943306,97193
1943311,103040
1943312,1717976
1943313,97193
1943315,103026
1943316,98107
1943318,103723
1943319,102476
1943320,1952594
1943322,98115
1943325,103040
1943326,102873
1943327,97193
1943328,100057
1943329,103906
1943330,953608
1943332,103036
1943333,100091
1943335,95882
1943336,95826
1943337,100057
1943340,953630
1943341,96839
1943342,102873
1943345,98107
1943353,104452
1943354,98115
1943355,103040
1943360,110478
1943383,102810
1943394,94165
1943400,953581
1943401,92992
1943434,1091002
1943435,99802
1943436,1090244
1943437,1090482
1943444,1090481
1943456,103885
1943457,105488
1943458,104187
1943459,99683
1943461,1084642
1943463,92889
1943464,93122
1943466,92682
1943467,1086563
1943469,101044
1943474,92487
1943476,92076
1943477,1087568
1943479,93069
1943511,113389
1943521,1086900
1943522,96674
1943526,96674
1943527,1086900
1943528,96674
1943531,1084782
1943555,103121
1943561,102403
1943565,104546
1943572,103836
1943580,103737
1943587,104493
1943589,96972
1943591,100574
1943594,96957
1943607,948857
1943609,1890186
1943610,1890186
1943611,115270
1943616,115285
1943621,113349
1943622,104462
1943623,106230
1943627,114051
1943629,948857
1943641,108346
1943643,98442
1943666,101137
1943667,103518
1943701,101365
1943727,108364
1943734,1091937
1944154,99299
1944162,99196
1944186,2682486
1944189,2682485
1944214,92757
1944215,102124
1944230,103338
1944231,104161
1944233,104146
1944250,950512
1944289,92220
1944303,96833
1944304,104396
1944305,94147
1944309,1088966
1944311,954319
1944312,95392
1944320,1088964
1944326,94157
1944329,2683861
1944333,110996
1944334,110996
1944336,110996
1944338,111174
1944340,110993
1944345,92615
1944346,92613
1944347,92618
1944350,1163176
1944352,95106
1944357,108566
1944359,107426
1944362,106475
1944363,106475
1944385,104807
1944386,104842
1944390,102747
1944396,1087379
1944399,1726420
1944401,1087178
1944402,1087168
1944403,1087177
1944411,87503
1944412,949265
1944413,949265
1944414,949265
1944415,949276
1944416,949276
1944417,949265
1944418,949276
1944419,949265
1944420,949265
1944421,949276
1944422,949265
1944423,949276
1944424,949265
1944425,949265
1944426,949265
1944427,949265
1944428,949265
1944429,949265
1944432,949276
1944433,949276
1944435,951437
1944439,109836
1944452,101748
1944460,1087511
1944473,948744
1944475,106419
1944476,106967
1944478,106453
1944483,115399
1944485,113158
1944487,114894
1944490,948404
1944500,113062
1944503,110312
1944509,103004
1944510,103024
1944511,102994
1944512,103049
1944513,103035
1944514,102982
1944533,110270
1944534,110270
1944562,114010
1944579,92805
1944583,92793
1944590,951075
1944591,114419
1944682,952180
1944683,952181
1944694,2683571
1944697,2683570
1944698,2683591
1944700,101442
1944703,105372
1944704,2028446
1944709,2683590
1944718,102464
1944719,102040
1944728,105578
1944732,100113
1944733,100115
1944735,952603
1944742,92870
1944766,95049
1944772,113855
1944773,106310
1944779,949113
1944786,109316
1944790,114038
1944794,113855
1944798,106310
1944800,109398
1944802,2031048
1944804,103571
1944809,952220
1944834,1091065
1944837,955179
1944840,93939
1944847,104202
1944850,95807
1944851,96770
1944852,96577
1944861,95807
1944868,1884071
1944872,103852
1944882,98340
1944887,96770
1944888,98333
1944899,101099
1944909,1086217
1944910,98305
1944914,2683900
1944929,99584
1944930,99578
1944931,99669
1944932,99586
1944933,99597
1944937,2683897
1944939,96937
1944941,2683894
1944942,99589
1944943,2683896
1944957,98305
1944962,96577
1944968,103117
1944970,102320
1944973,103656
1944976,1086221
1944983,950736
1944986,2685831
1944987,2685832
1944988,2685832
1944989,2685833
1944990,2685833
1944991,104476
1944992,101682
1944993,101709
1945123,95570
1945169,1089049
1945232,95470
1945236,95530
1945247,100376
1945258,96413
1945263,88122
1945278,98197
1945289,1086287
1945301,1084743
1945322,101369
1945331,98041
1945391,1094789
1945410,97594
1945412,954258
1945421,954200
1945426,95327
1945480,98581
1945481,98581
1945485,953335
1945490,98901
1945491,98898
1945493,98902
1945495,98899
1945496,98907
1945497,100894
1945500,953839
1945505,1091235
1945508,953888
1945509,953887
1945513,93462
1945523,1090387
1945525,93455
1945526,95067
1945527,95046
1945529,95235
1945543,110268
1945549,953401
1945553,106879
1945558,114590
1945559,112995
1945561,114127
1945565,105208
1945568,2137853
1945570,105209
1945573,105650
1945584,101785
1945589,1087497
1945629,1083199
1945630,1083200
1945653,106836
1945655,951092
1945656,950087
1945657,115143
1945658,2684671
1945671,112594
1945672,951100
1945673,951095
1945674,111484
1945678,111478
1945679,951420
1945680,1100268
1945681,1727134
1945682,115134
1945684,115133
1945685,1100267
1945686,106546
1945687,115177
1945688,106306
1945689,115175
1945690,115122
1945692,951102
1945693,951114
1945696,114104
1945697,111586
1945698,114061
1945699,112972
1945700,112800
1945701,113019
1945702,114156
1945707,115147
1945709,112915
1945711,113389
1945712,113441
1945713,112812
1945720,2684789
1945732,93905
1945733,954334
1945757,105746
1945759,97789
1945765,108200
1945768,101119
1945770,101118
1945801,107119
1945802,2012907
1945804,2012908
1945818,107536
1945834,109616
1945836,1090191
1945887,113342
1945900,103457
1945902,1084177
1945912,105780
1945916,105876
1945924,103998
1945933,108376
1945935,97051
1945936,97044
1945941,97530
1945945,95980
1945947,96413
1945948,96966
1945949,101149
1945958,100177
1945961,96328
1945965,97474
1945966,104425
1945967,96250
1945970,105759
1945971,103106
1945984,100631
1945986,953222
1945987,2682180
1945989,2685926
1945991,101770
1945999,106533
1946004,105685
1946011,102301
1946013,95084
1946021,95278
1946022,95277
1946028,95083
1946029,954454
1946032,87924
1946034,87906
1946040,114107
1946046,115373
1946052,114297
1946060,113983
1946061,108866
1946064,115015
1946067,115373
1946068,114503
1946072,111398
1946074,114503
1946081,115091
1946084,106249
1946095,1084273
1946098,951125
1946105,948767
1946109,113421
1946112,949974
1946120,949204
1946130,949204
1946153,91510
1946165,954910
1946166,93157
1946178,97150
1946179,104716
1946182,104636
1946190,105463
1946200,953077
1946222,108869
1946225,108869
1946233,952084
1946235,98793
1946257,1726386
1946264,106856
1946281,94877
1946288,92487
1946295,1087552
1946297,92062
1946299,93020
1946301,92293
1946317,95122
1946322,92412
1946324,92617
1946328,2684718
1946334,91794
1946335,92002
1946373,100383
1946426,949208
1946429,949206
1946430,949246
1946444,102344
1946454,102935
1946460,102344
1946508,100495
1946514,99374
1946515,99372
1946520,99372
1946530,101021
1946534,99755
1946541,952032
1946561,100814
1946563,100618
1946568,953835
1946574,100857
1946577,100492
1946584,93286
1946598,952114
1946604,2683820
1946614,110589
1946629,111782
1946634,1895480
1946635,1090162
1946637,1892286
1946641,950482
1946643,107192
1946644,951079
1946645,115161
1946648,950482
1946649,948188
1946667,950472
1946680,97154
1946720,953716
1946724,953716
1946771,95089
1946774,94085
1946781,954124
1946782,954122
1946783,95063
1946786,94127
1946796,95125
1946797,2028208
1946798,2028205
1946799,93992
1946800,95202
1946801,93766
1946802,93440
1946803,93476
1946804,95189
1946805,93767
1946806,93768
1946807,94236
1946808,93380
1946810,95142
1946811,93765
1946813,93689
1946814,2028196
1946821,95246
1946822,94109
1946828,93994
1946829,1084896
1946831,93417
1946836,93968
1946846,113879
1946847,106650
1946848,108704
1946849,113670
1946850,950536
1946853,110109
1946859,107924
1946867,107535
1946869,107535
1946871,112831
1946881,115236
1946883,115236
1946887,950006
1946901,91684
1946922,91510
1946950,1723403
1946964,98046
1946966,104275
1946967,104204
1946969,952779
1946974,104108
1946976,99451
1946978,98047
1946979,952059
1946980,95838
1946981,96325
1946983,104779
1947001,949111
1947010,113746
1947021,94655
1947022,93830
1947028,88026
1947035,87867
1947036,100908
1947056,951241
1947064,115348
1947068,109343
1947089,955038
1947091,955039
1947094,109448
1947098,107863
1947106,106918
1947116,113304
1947118,114758
1947127,110821
1947142,948439
1947176,102153
1947177,105836
1947180,105561
1947182,103407
1947191,1716256
1947192,1716255
1947264,106296
1947265,106245
1947268,107337
1947274,111466
1947275,108558
1947278,950953
1947279,109160
1947304,113895
1947311,948725
1947312,948727
1947318,114534
1947320,949140
1947325,949140
1947326,951505
1947328,113561
1947329,109160
1947332,950586
1947344,87842
1947355,94409
1947359,109279
1947361,109279
1947367,102741
1947373,1089294
1947387,99209
1947406,105138
1947416,104643
1947428,1849159
1947491,87472
1947493,87535
1947499,1884158
1947503,1884152
1947534,113226
1947548,114659
1947550,113654
1947551,108737
1947552,108736
1947554,949862
1947556,108281
1947558,2684832
1947586,95425
1947587,109288
1947590,113462
1947596,91319
1947597,91322
1947598,91320
1947604,1083239
1947605,91340
1947607,1089437
1947613,1089442
1947614,1083235
1947616,1084138
1947618,1084137
1947621,1084138
1947651,114979
1947652,114493
1947658,112816
1947661,1088552
1947662,112218
1947672,948960
1947679,113402
1947683,1888800
1947688,1888801
1947689,115782
1947690,100034
1947691,100047
1947699,102085
1947710,95626
1947713,96339
1947720,107315
1947721,106711
1947726,106172
1947729,96791
1947730,101391
1947734,102966
1947735,100733
1947736,105586
1947754,951722
1947755,96163
1947756,94608
1947795,113717
1947796,948722
1947797,948938
1947799,1091452
1947800,114007
1947810,110662
1947818,112782
1947820,110479
1947824,111775
1947827,950972
1947830,103460
1947914,94238
1947915,949928
1947916,106170
1947917,106155
1947918,93304
1947923,93820
1947937,113976
1947951,2685895
1947952,952039
1947953,952040
1947954,2685896
1947955,103610
1947956,103847
1947961,98602
1947962,98602
1947963,103835
1947964,1854370
1947967,96157
1947969,104179
1947970,953804
1947972,101690
1947974,1868779
1947975,1867862
1947976,1867860
1947977,1867860
1947978,953461
1947979,1867862
1947988,105456
1947990,99745
1947993,103064
1948008,102423
1948013,1090121
1948015,96458
1948025,93525
1948027,102013
1948030,94818
1948031,94800
1948033,93841
1948035,94717
1948037,954335
1948038,94882
1948039,94189
1948041,94914
1948042,94342
1948044,95143
1948045,94797
1948046,94806
1948047,93605
1948048,93605
1948050,93489
1948052,94935
1948053,94499
1948072,951372
1948074,106494
1948081,101972
1948082,101972
1948087,1163493
1948088,950833
1948090,948695
1948095,957976
1948096,957986
1948097,957974
1948099,112878
1948101,1089703
1948112,1476634
1948126,113959
1948134,110728
1948138,110729
1948155,958011
1948158,107942
1948161,107945
1948162,107944
1948164,107944
1948167,109511
1948171,958011
1948174,107945
1948175,957991
1948177,957981
1948183,113032
1948185,114651
1948188,1089703
1948190,108459
1948196,957984
1948234,107931
1948237,114660
1948239,113629
1948250,1084304
1948256,1084304
1948257,1084305
1948259,112708
1948260,112700
1948262,957987
1948263,1084306
1948265,114474
1948278,1091062
1948284,113161
1948291,113163
1948311,102463
1948318,107374
1948319,105314
1948321,96291
1948324,96291
1948325,1084643
1948326,92157
1948329,91872
1948330,91870
1948334,91913
1948335,92116
1948359,949009
1948361,949016
1948369,1089180
1948372,1888802
1948388,109003
1948394,1090098
1948402,2685535
1948407,110006
1948413,108991
1948415,108987
1948418,1089561
1948419,110850
1948425,110141
1948428,108899
1948432,114661
1948435,108492
1948436,1090967
1948437,949229
1948451,109477
1948453,109474
1948454,109482
1948461,109475
1948465,109476
1948468,109476
1948469,109478
1948481,115170
1948488,105368
1948489,105368
1948496,105197
1948498,1090201
1948501,952258
1948502,1723406
1948506,951921
1948507,2041560
1948509,2043562
1948520,953145
1948522,2042089
1948536,113713
1948561,115456
1948585,115456
1948626,953874
1948629,2685547
1948634,108109
1948644,105938
1948656,1883989
1948671,1085041
1948677,114446
1948680,114446
1948681,113189
1948683,113086
1948684,113189
1948693,109855
1948695,115241
1948696,113843
1948697,113901
1948698,106436
1948705,115022
1948709,115434
1948710,115022
1948711,107917
1948712,115022
1948718,108800
1948719,108800
1948720,108799
1948722,1089551
1948725,109855
1948739,100095
1948740,100097
1948741,948806
1948743,1085942
1948771,1083337
1948777,1091048
1948781,109625
1948783,109625
1948789,93203
1948790,92571
1948791,93275
1948798,93155
1948812,112612
1948813,950454
1948814,107121
1948831,108393
1948865,950876
1948873,113805
1948874,106095
1948877,105509
1948879,101698
1948895,952925
1948901,96447
1948927,1090664
1948958,98033
1948985,1882671
1948998,102447
1949072,953894
1949112,953894
1949119,114681
1949121,95683
1949156,109808
1949171,956390
1949181,101263
1949183,1089460
1949230,105680
1949252,104723
1949254,104677
1949256,105178
1949295,952976
1949321,1090767
1949323,105691
1949400,96639
1949419,105983
1949433,103188
1949435,98942
1949473,102721
1949478,104787
1949501,952370
1949503,104573
1949505,100161
1949541,101077
1949581,102969
1949586,95500
1949601,95464
1949628,95436
1949663,953568
1949699,950606
1949701,951408
1949704,951506
1949713,106304
1949729,1100468
1949747,98521
1949755,104119
1949778,96577
1949790,97594
1949812,95980
1949851,1084658
1949861,102965
1949864,952293
1949918,108572
1949919,1091267
1949932,97681
1949958,2011432
1949959,96548
1949962,102869
1949976,96248
1950025,102045
1950045,106518
1950091,103987
1950102,99616
1950124,99761
1950190,1087805
1950300,112695
1950370,110387
1950398,1085950
1950412,105226
1950422,1855958
1950465,99940
1950519,103587
1950521,101631
1950592,111594
1950604,105577
1950616,105835
1950682,104524
1950698,95632
1950711,100510
1950727,1092045
1950891,2683783
1950892,2683783
1950906,112859
1951040,104501
1951041,104529
1951221,115170
1951263,109517
1951335,113095
1951463,99513
1951564,109810
1951695,109398
1951795,95800
1951827,106952
1951828,110479
1951845,112878
1951906,105577
1951923,105347
1951926,112644
1951966,952986
1951974,91832
1951983,104553
1952001,96447
1952026,2683693
1952033,99613
1952034,953055
1952037,102312
1952044,97556
1952049,105577
1952050,104984
1952051,103439
1952091,95484
1952101,95850
1952120,1890180
1952145,95770
1952161,101044
1952171,100495
1952219,2684815
1952240,956340
1952243,1091714
1952244,959570
1952247,1726385
1952262,97285
1952289,100263
1952290,103082
1952294,88598
2048984,106106
2049012,114163
2049014,114114
2049020,114163
2049048,950526
2049052,950530
2049053,950652
2049066,109862
2049089,949783
2049310,106493
2049314,110211
2049341,1892991
2049344,1088655
2049382,950549
2049411,108375
2049430,109725
2049432,951152
2049433,948711
2049439,1090886
2049459,1953555
2049470,113751
2049472,113751
2049475,113751
2049476,115569
2049477,115594
2049555,111177
2049556,109725
2049567,948257
2049569,1088554
2049581,1088648
2049586,1088648
2049587,948303
2049589,948303
2049630,949238
2049659,1088596
2049705,949265
2049707,106062
2049708,949265
2049709,949265
2049710,949276
2049711,949265
2049712,2028463
2049724,112679
2049757,2038571
2049760,114773
2049767,113070
2049771,950766
2049778,112862
2049782,948830
2049788,950526
2049789,113575
2049795,113070
2049797,950526
2049827,949814
2049829,949814
2049833,950958
2049835,950453
2049838,949842
2049840,112607
2049845,949814
2049849,951010
2049855,111994
2049863,113640
2049865,109789
2049868,113640
2049900,950512
2049923,950469
2049947,948303
2049952,111578
2049975,114322
2050013,110163
2050037,110175
2050053,2682359
2050091,108463
2050179,114236
2050239,108463
2050247,949058
2050262,1088541
2050276,1163162
2050279,1088640
2050281,1163158
2050282,1163161
2050300,110926
2050301,110926
2050304,110926
2050305,110926
2050314,110926
2050316,110926
2050319,950521
2050321,110926
2050333,2028463
2050350,115581
2050354,115581
2050359,1333711
2050368,111338
2050382,111176
2050392,948294
2050393,949869
2050415,951437
2050428,115581
2050431,109708
2050433,113557
2050435,957283
2050439,115735
2050443,2685708
2050457,949155
2050468,949911
2050471,113282
2050475,2028462
2050477,109059
2050491,112220
2050493,109059
2050494,949158
2050505,108717
2050530,949062
2050541,114926
2050552,108843
2050568,113144
2050575,108844
2050588,107145
2050600,112679
2050604,112683
2050637,114998
2050642,950512
2050646,108288
2050648,950574
2050650,948743
2050656,107393
2050662,1088545
2050668,115628
2050669,109966
2050678,110661
2050681,106825
2050682,113096
2050695,950512
2050696,950568
2050710,111380
2050712,110892
2050716,107635
2050722,1090887
2050737,106117
2050740,948303
2050743,1090888
2050746,112432
2050781,107635
2050791,114541
2050805,112710
2050821,1088543
2050822,112432
2050831,948303
2050832,106086
2050837,1088543
2050848,112432
2050880,949961
2050882,950696
2050885,108132
2050891,110211
2050913,113442
2050914,114401
2050915,112432
2050929,2685664
2050932,1088570
2050935,99322
2050940,103557
2050941,99046
2050944,103562
2050945,99323
2050965,97270
2050968,98187
2050972,97001
2050973,97002
2050982,1875947
2050983,1086145
2050984,104893
2050994,98973
2050995,1090929
2050999,96508
2051000,951891
2051008,104880
2051010,97025
2051013,98075
2051019,98077
2051023,98081
2051031,1087571
2051037,99659
2051043,97672
2051089,94856
2051094,102010
2051102,954409
2051105,94232
2051129,1084563
2051174,1087115
2051219,111225
2051220,112911
2051239,1720964
2051243,105569
2051253,104265
2051255,1084648
2051256,112954
2051257,949953
2051260,104565
2051264,1087328
2051269,1090511
2051271,958611
2051273,953829
2051281,958116
2051292,101619
2051294,1091783
2051298,1090226
2051300,102562
2051311,958116
2051315,1089471
2051319,97726
2051323,105059
2051328,98487
2051331,1091205
2051334,98488
2051338,104572
2051347,100711
2051359,111934
2051374,111744
2051375,110706
2051380,109765
2051383,953756
2051388,100022
2051393,103938
2051399,110096
2051400,96471
2051402,99474
2051403,1882674
2051417,951252
2051462,1866119
2051464,92323
2051467,953211
2051474,104426
2051475,100520
2051477,102380
2051480,87936
2051484,91883
2051485,92317
2051511,2038151
2051523,104240
2051530,97432
2051539,951853
2051540,953610
2051543,96862
2051545,1855958
2051555,1722558
2051556,97416
2051559,97929
2051591,97416
2051592,953612
2051596,101828
2051615,103617
2051617,97991
2051623,96324
2051627,91835
2051660,96821
2051675,1722540
2051691,103740
2051705,1867011
2051713,102739
2051724,97504
2051729,98771
2051730,97917
2051738,102156
2051740,100886
2051747,103299
2051751,1895476
2051761,1871380
2051775,99338
2051781,95712
2051804,98772
2051816,2683840
2051826,952603
2051828,104192
2051832,105040
2051841,97916
2051846,1087721
2051853,106004
2051861,91720
2051867,96955
2051875,100842
2051885,951909
2051890,1084177
2051905,93582
2051906,95088
2051921,98103
2051927,102692
2051928,98420
2051980,952420
2051987,1086230
2051994,2028211
2051995,1086218
2052007,103826
2052013,1086229
2052016,103292
2052030,97226
2052034,93053
2052039,949309
2052057,2683693
2052099,952654
2052109,98033
2052110,96525
2052132,102800
2052136,1086190
2052137,1884047
2052138,1086228
2052160,954949
2052164,98431
2052166,96417
2052194,1083240
2052256,1089438
2052259,91437
2052283,95169
2052288,954316
2052303,96695
2052317,96525
2052327,1084637
2052328,1087350
2052337,92644
2052343,1083177
2052354,98445
2052358,92937
2052359,1084361
2052360,954317
2052362,91789
2052363,1087096
2052373,1086256
2052401,91435
2052416,91399
2052424,955202
2052428,1083163
2052445,101412
2052471,2008261
2052473,2020674
2052474,952359
2052478,952676
2052483,2008259
2052496,104735
2052497,958168
2052499,91366
2052501,953918
2052504,2020675
2052507,100282
2052511,103922
2052513,97132
2052520,952728
2052523,958167
2052525,953928
2052526,105630
2052528,91378
2052529,101407
2052533,104210
2052535,952666
2052537,101316
2052542,952978
2052549,2683957
2052550,2683957
2052552,101316
2052554,951777
2052558,100028
2052582,97108
2052584,101413
2052590,102879
2052599,91640
2052603,102228
2052610,102056
2052614,104473
2052616,952663
2052624,96388
2052625,97005
2052627,97758
2052629,102078
2052631,91442
2052632,101224
2052639,952877
2052642,951771
2052646,91351
2052650,2034264
2052656,952303
2052659,1083238
2052660,1087809
2052661,97090
2052662,91292
2052663,2137853
2052664,91396
2052668,103705
2052669,953003
2052675,2020672
2052683,952226
2052687,1083164
2052691,952987
2052694,955187
2052696,102078
2052698,91313
2052699,91330
2052701,91377
2052707,952487
2052710,94855
2052717,105589
2052720,1715330
2052721,954047
2052723,95199
2052730,2685865
2052732,93582
2052734,93886
2052770,98044
2052771,99071
2052774,102944
2052779,99447
2052783,2685796
2052795,94336
2052798,101661
2052801,102301
2052802,94731
2052812,95311
2052830,104888
2052832,102064
2052838,954462
2052840,95320
2052842,97595
2052843,104690
2052844,96930
2052845,104354
2052846,102843
2052849,103144
2052853,98716
2052860,101053
2052862,104810
2052864,93424
2052872,105462
2052896,96087
2052907,104212
2052911,954414
2052912,103847
2052919,102395
2052920,96274
2052923,104324
2052926,96995
2052928,954283
2052933,953324
2052935,96978
2052936,953657
2052939,104838
2052947,95232
2052949,103612
2052950,104973
2052953,100880
2052955,100584
2052971,2012710
2053030,96151
2053033,95920
2053035,1863079
2053036,98082
2053056,952505
2053062,105577
2053068,98078
2053071,98083
2053079,96468
2053088,96736
2053089,98079
2053099,2682172
2053109,104968
2053110,101705
2053112,952293
2053114,102940
2053121,2028454
2053136,2028454
2053146,96553
2053153,952651
2053182,104868
2053197,99379
2053214,953044
2053244,2682604
2053250,1087274
2053255,104694
2053259,2012732
2053267,102105
2053278,2012710
2053281,953080
2053282,103263
2053285,2012706
2053286,953082
2053291,97280
2053302,952555
2053314,2015007
2053318,2014971
2053331,1145526
2053335,1087359
2053340,1087361
2053344,1084455
2053346,2012709
2053351,957079
2053353,2015001
2053361,1087120
2053375,2012728
2053379,1859871
2053382,2034265
2053383,2014986
2053385,100413
2053392,1084613
2053395,2012603
2053406,2014990
2053413,1859870
2053419,1087021
2053424,2012710
2053426,1859869
2053428,99659
2053432,1859867
2053434,957079
2053436,2045346
2053438,2012730
2053441,2014974
2053486,1163178
2053489,1726384
2053490,97760
2053505,953494
2053506,1084481
2053508,96933
2053511,2683665
2053515,1084521
2053516,956831
2053521,2014956
2053532,1087103
2053534,2021646
2053535,96786
2053539,1087091
2053541,100765
2053552,954065
2053555,94212
2053595,954599
2053610,103444
2053611,91720
2053626,97672
2053637,1723411
2053655,1148190
2053656,1162372
2053657,1162312
2053659,1162328
2053683,1852806
2053688,100881
2053690,110472
2053691,110472
2053696,110472
2053719,1086250
2053734,2028214
2053741,101913
2053742,98983
2053745,97691
2053746,1087719
2053748,96764
2053756,97688
2053768,102092
2053771,96411
2053777,99906
2053780,104699
2053783,1087658
2053800,953665
2053806,95612
2053813,88327
2053943,104538
2053964,953770
2054064,98928
2054118,105133
2054128,99692
2054135,100949
2054161,94612
2054162,94609
2054167,92340
